full_name
CPI:LDN - Capita PLC
DLN:LDN - Derwent London PLC
DLG:LDN - Direct Line Insurance Group PLC
FGR:ENXP - Eiffage
ELISA:HELS - Elisa Oyj
ENG:ESP - Enagas SA
FBK:MIL - Finecobank SPA
GFS:LDN - G4S PLC
GET:ENXP - Getlink SE
LUN:OMXC - H Lundbeck A/S
HSX:LDN - Hiscox Di Limited
ILD:ENXP - Iliad SA
DEC:ENXP - JCDecaux
JMT:ENXL - Jeronimo Martins SA
LUPE:OMX - Lundin Petroleum AB
MAP:ESP - Mapfre SA
ORK:OSLO - Orkla ASA
PRY:MIL - Prysmian
RCO:ENXP - Remy Cointreau
ROR:LDN - Rotork PLC
RSA:LDN - RSA Insurance Group PLC
DIM:ENXP - Sartorius Stedim Biotech
SEBA:ENXP - SEB Sa
SKFB:OMX - AB Skf
SWMA:OMX - Swedish Match Ab
TATE:LDN - Tate & Lyle PLC
TEL2/B:OMX - Tele2 Ab
TEMN:SIX - Temenos Ag
VER:WIEN - Verbund Ag
VIFN:SIX - Vifor Pharma
ADEN:SIX - Adecco Sa
ANDR:WIEN - Andritz Ag
BALN:SIX - Baloise Holding Ag
BAMI:MIL - Banco Popolare
85PL:WARS - Bank Polska Kasa Opieki Sa
BVIC:LDN - Britvic PLC
CLNX:ESP - Cellnex Telecom
CINE:LDN - Cineworld Group PLC
CLN:SIX - Clariant Ag
CBG:LDN - Close Brothers Group PLC
CTEC:LDN - Convatec Group PLC
WDH:OMXC - Demant A/S
ECM:LDN - Electrocomponents PLC
RF:ENXP - Eurazeo Se
ERF:ENXP - Eurofins Scientific Ag
GJF:OSLO - Gjensidige Forsikring Asa
GL9:DUBL - Glanbia PLC
GVC:LDN - GVC Holdings PLC
HELN:SIX - Helvetia Holding Ag
HWDN:LDN - Howden Joinery Group PLC
ICA:OMX - ICA Gruppen Ab
IMI:LDN - IMI PLC
INCH:LDN - Inchcape PLC
ICP:LDN - Intermediate Capital Group PLC
KGH:WARS - KGHM Polska Miedz Sa
KRX:DUBL - Kingspan Group PLC
VPK:ENXA - Koninklijke Vopak NV
LDO:MIL - Leonardo SPA
METSO:HELS - Metso Oyj
TYRES:HELS - Nokian Renkaat Oyj
ORP:ENXP - Orpea Sa
PNN:LDN - Pennon Group PLC
PHNX:LDN - Phoenix Group Holdings PLC
REC:MIL - Recordati Industria Chimica
RXL:ENXP - Rexel
RMG:LDN - Royal Mail PLC
SPM:MIL - Saipem
SVT:LDN - Severn Trent PLC
SK3:DUBL - Smurfit Kappa Group PLC
STJ:LDN - Saint James' Place PLC
TNET:ENXB - Telenet Group Holding Nv
TRYG:OMXC - Tryg A/S
TLW:LDN - Tullow Oil PLC
UBI:MIL - Unione Di Banche Italian
UTG:LDN - Unite Group PLC
VAS:WIEN - Voestalpine Ag
WG/:LDN - Wood Group (John) PLC
AALB:ENXA - Aalberts Nv
AGK:LDN - Aggreko PLC
AMBUB:OMXC - Ambu 'B'A/S
ASHM:LDN - Ashmore Group PLC
ASRNL:ENXA - ASR Nederland
AUTO:LDN - Auto Trader Group PLC
BME:LDN - B&M European Value Retail PLC
BCP:ENXL - Banco Comercial Portugues
BEZ:LDN - Beazley PLC
BWY:LDN - Bellway PLC
BOKA:ENXA - Koninklijke Boskalis Westminster Nv
CO:ENXP - Casino Guichard-P
DPH:LDN - Dechra Pharmaceuticals PLC
DIA:MIL - Diasorin
DKSH:SIX - DKSH Holding Ag
DUFN:SIX - Dufry Ag
ELIS:ENXP - Elis
ENX:ENXP - Euronext
ETL:ENXP - Eutelsat Communications
EO:ENXP - Faurecia Se
FHZN:SIX - Flughafen Zurich Ag
GLPG:ENXA - Galapagos
GN:OMXC - GN Store Nord A/S
GPOR:LDN - Great Portland Estates PLC
GRG:LDN - Greggs PLC
HAS:LDN - Hays PLC
HER:MIL - Hera Spa
HIK:LDN - Hikma Pharmaceuticals PLC
HSV:LDN - Homeserve PLC
INDUC:OMX - Industrivarden Ab
IP:MIL - Interpump Group
INVP:LDN - Investec PLC
ISS:OMXC - ISS AS
IG:MIL - Italgas
JYSK:OMXC - Jyske Bank As
KINV/B:OMX - Kinnevik 'B'
MMB:ENXP - Lagardere Groupe
LOGN:SIX - Logitech International Sa
EMG:LDN - Man Group PLC
MGGT:LDN - Meggitt PLC
MRLN:ESP - Merlin Properties Reit
PNDORA:OMXC - Pandora A/S
POLY:LDN - Polymetal International PLC
QLT:LDN - Quilter Plc
RMV:LDN - Rightmove PLC
SALM:OSLO - Salmar Asa
SECUB:OMX - Securitas Ab
LIGHT:ENXA - Signify Nv
SKA/B:OMX - Skanska Ab
SOF:ENXB - Sofina Sa
SXS:LDN - Spectris PLC
SSPG:LDN - SSP Group PLC
SUBC:OSLO - Subsea 7 Sa
SCAB:OMX - SCA Ab
SOBI:OMX - Swedish Orphan Biovitrum Ab
SPSN:SIX - Swiss Prime Site
TPK:LDN - Travis Perkins PLC
TRELB:OMX - Trelleborg Ab
VCT:LDN - Victrex PLC
MFF:ENXP - Wendel
SMWH:LDN - WH Smith PLC
AAK:OMX - Aarhuskarlshamn Ab
ACKB:ENXB - Ackermans & Van Haaren
ATE:ENXP - Alten
AMP:MIL - Amplifon Spa
ARGX:ENXB - Argenx Se
BBY:LDN - Balfour Beatty PLC
BION:SIX - BB Biotech Ag
BB:ENXP - BIC Sa
BUCN:SIX - Bucher Industries Ag
CAST:OMX - Castellum Ab
7CD:WARS - Cd Project Red Sa
COFB:ENXB - Cofinimmo
DBK:XETR - Deutsche Bank Ag
DWNI:XETR - Deutsche Wohnen Se
EKTA/B:OMX - Elekta Ab
FABG:OMX - Fabege Ab
BALDB:OMX - Fastighets Balder Ab
FI/N:SIX - Georg Fischer Ag
HPOLB:OMX - Hexpol Ab
HUH1V:HELS - Huhtamaki Oyj
HUSQB:OMX - Husqvarna Ab
IGG:LDN - IG Group Holdings PLC
IMCD:ENXA - IMCD Group
INDT:OMX - Indutrade Ab
INGE:ENXP - Ingenico Group
COL:ESP - Inmobiliaria Colonial Socimi Sa
IWG:LDN - IWG Plc
JUP:LDN - Jupiter Fund Management PLC
KESKOB:HELS - Kesko Oyj
KCR:HELS - Konecranes Oyj
LPP:WARS - LPP Sa
LUNDB:OMX - Lundbergforetagen Ab
MONY:LDN - Moneysupermarket Com Group
NIBEB:OMX - Nibe Industrier Ab
OERL:SIX - Oc Oerlikon Corporation Ag
ORNBV:HELS - Orion Corporation
PARG:SIX - Pargesa Holding Sa
PSPN:SIX - PSP Swiss Property Ag
ROCKB:OMXC - Rockwool International A/S
RBREW:OMXC - Royal Unibrew A/S
RUI:ENXP - Rubis
SAABB:OMX - Saab Ab
SBMO:ENXA - SBM Offshore Nv
SCH:OSLO - Schibsted A
SIM:OMXC - Simcorp A/S
STB:OSLO - Storebrand Asa
SRCG:SIX - Sunrise Communications
TGS:OSLO - Tgs-Nopec Geophysical Company Asa
TOM:OSLO - Tomra Systems Asa
TOP:OMXC - Topdanmark A/S
UDG:LDN - UDG Healthcare Public Limited
VALMT:HELS - Valmet Oyj
VACN:SIX - Vat Group
VIS:ESP - Viscofan Sa
WDP:ENXB - WDP - Warehouses De Pauw
ADS:XETR - Adidas Ag
ALC:SIX - Alcon Ag
ALS800T:XETR - Allianz Se
AMS:SIX - AMS Ag
ASM:ENXA - ASM International
BAYN:XETR - Bayer Ag
BEAN:SIX - Belimo Holding Ag
BME:ESP - Bolsas Y Mercados
CMBN:SIX - Cembra Money Bank N Ord
DAI:XETR - Daimler Ag
LHA:XETR - Deutsche Lufthansa Ag
DOM:OMX - Dometic Group
GALE:SIX - Galenica Sante
GETIB:OMX - Getinge Ab
HLE:XETR - Hella Gmbh & Company Kgaa
LOOMB:OMX - Loomis Ab
PAH3:XETR - Porsche Automobil Holding Se
SOP:ENXP - Sopra Steria Group
SPIE:ENXP - Spie Sa
TKWY:ENXA - Takeaway Com
TECN:SIX - Tecan Group Ag
WIE:WIEN - Wienerberger Ag
ZAL:XETR - Zalando
BAS:XETR - BASF Se
BC8:XETR - Bechtle Ag
BEI:XETR - Beiersdorf Ag
BMW:XETR - BMW Agency
BOSS:XETR - Hugo Boss Ag
BNR:XETR - Brenntag Ag
AFX:XETR - Carl Zeiss Meditec Ag
CBK:XETR - Commerzbank Ag
CONT:XETR - Continental Ag
1COV:XETR - Covestro Ag
DHER:XETR - Delivery Hero Agency
DB1:XETR - Deutsche Boerse Ag
DPW:XETR - Deutsche Post Ag
DTE:XETR - Deutsche Telekom Ag
EOAN:XETR - E.On
EVK:XETR - Evonik Industries Ag
EVT:XETR - Evotec Se
FRA:XETR - Fraport Ag
NETB:XETR - Freenet Ag
FREEUR:XETR - Fresenius
FMSC34:XETR - Fresenius Medical Care Ag
G1AA:XETR - Gea Group Ag
GXI:XETR - Gerresheimer Ag
GLJ:XETR - Grenke N Ag
HNR1:XETR - Hannover Rueckversicherung Ag
HEI:XETR - Heidelbergcement Ag
HOT:XETR - Hochtief Ag
IFX:XETR - Infineon Technologies Ag
SDF:XETR - K+S Ag
KGX:XETR - Kion Group Ag
KBX:XETR - Knorr Bremse Ag
LXS:XETR - Lanxess Ag
LEG:XETR - Leg Immobilien Ag
MRK:XETR - Merck Kgaa
B4B:XETR - Metro Agency
MOR:XETR - Morphosys Ag
MTX:XETR - MTU Aero Engines Holding Ag
MUV2:XETR - Muenchener Rueckversicherungs Gesellschaft Ag In
NEM:XETR - Nemetschek Ag
OSR:XETR - Osram Licht Ag
PSM:XETR - Prosiebensat 1 Media Ag
PUM:XETR - Puma Se
QIA:XETR - Qiagen Nv
RHM:XETR - Rheinmetall Ag
RWE:XETR - Rwe Agency
SAP:XETR - SAP Ag
G24:XETR - Scout24 Ag
SIE:XETR - Siemens Ag
SHLX:XETR - Siemens Healthineers
SY1:XETR - Symrise Ag
TEG:XETR - Tag Immobilien Ag
TEF:XETR - Telefonica Deutschland Holding Ag
THK:XETR - ThyssenKrupp Ag
UN01:XETR - Uniper Se
UTDI:XETR - United Internet Ag
VNA:XETR - Vonovia Se Pre
WDI:XETR - Wirecard Ag
RACE:MIL - Ferrari Nv
TUI:LDN - TUI Ag
LIN:XETR - Linde PLC
AT1:XETR - Aroundtown
CRH:DUBL - CRH PLC
FLTR:DUBL - Flutter Entertainment PLC
GYC:XETR - Grand City Properties Sa
NDA:OMX - Nordea Bank Ab
OMU:LDN - Old Mutual Limited
RRTL:XETR - RTL Group
SESG:ENXP - SES Sa
STM:MIL - STMicroelectronics Nv
FTI:ENXP - TechnipFMC PLC
ESSITYB:OMX - Essity Ab
VOW:XETR - Volkswagen Ag
FPE:XETR - Fuchs Petrolub Ag
HEN3:XETR - Henkel
SRT:XETR - Sartorius Ag
SCHP:SIX - Schindler Holding Ag
AAPL:NASD - Apple Incorporated
MSFT:NASD - Microsoft Corporation
AMZN:NASD - Amazon Incorporated
JNJ:NYSE - Johnson & Johnson
JPM:NYSE - JPMorgan Chase & Company
FB:NASD - Facebook Incorporated
XOM:NYSE - Exxon Mobil Corporation
GOOGL:NASD - Alphabet Incorporated
WMT:NYSE - Walmart Incorporated
BAC:NYSE - Bank Of America Corporation
PFE:NYSE - Pfizer Incorporated
UNH:NYSE - Unitedhealth Group Incorporated
V:NYSE - Visa Incorporated
VZ:NYSE - Verizon Communications
WFC:NYSE - Wells Fargo & Company
PG:NYSE - The Procter & Gamble Company
T:NYSE - AT&T Incorporated
CVX:NYSE - Chevron Corporation
KO:NYSE - The Coca-Cola Company
INTC:NASD - Intel Corporation
CSCO:NASD - Cisco Systems Incorporated
MA:NYSE - Mastercard Incorporated
MRK:NYSE - Merck & Company Incorporated
HD:NYSE - Home Depot Incorporated
BA:NYSE - The Boeing Company
ORCL:NYSE - Oracle Corporation
DIS:NYSE - Walt Disney Company
CMCSA:NASD - Comcast Corporation
PEP:NASD - Pepsico Incorporated
C:NYSE - Citigroup Incorporated
MCD:NYSE - McDonald's Corporation
ABBV:NYSE - AbbVie Incorporated
DD:NYSE - DuPont De Nemours Incorporated
PM:NYSE - Philip Morris International Incorporated
ABT:NYSE - Abbott Laboratories
MDT:NYSE - Medtronic PLC
AMGN:NASD - Amgen Incorporated
NFLX:NASD - Netflix Incorporated
ADBE:NASD - Adobe Incorporated
MMM:NYSE - 3M Company
LLY:NYSE - Eli Lilly & Company
IBM:NYSE - International Business Machines Corporation
UNP:NYSE - Union Pacific Corporation
HON:NYSE - Honeywell International Incorporated
ACN:NYSE - Accenture PLC
CRM:NYSE - Salesforce Incorporated
MO:NYSE - Altria Group Incorporated
COST:NASD - Costco Wholesale Corporation
PYPL:NASD - Paypal Holdings Incorporated
NKE:NYSE - Nike Incorporated
CVS:NYSE - CVS Health Corporation
AVGO:NASD - Broadcom Pte Limited
NVDA:NASD - Nvidia Corporation
TMO:NYSE - Thermo Fisher Scientific Inc
AXP:NYSE - American Express Company
TXN:NASD - Texas Instruments Incorporated
BMY:NYSE - Bristol Myers Squibb Company
GILD:NASD - Gilead Sciences Incorporated
NEE:NYSE - Nextera Energy Incorporated
BKNG:NASD - Booking Holdings Incorporated
LIN:NYSE - Linde PLC
LMT:NYSE - Lockheed Martin Corporation
USB:NYSE - US Bancorp
SBUX:NASD - Starbucks Corporation
WBA:NASD - Walgreens Boots Alliance Incorporated
CAT:NYSE - Caterpillar Incorporated
COP:NYSE - Conocophillips
LOW:NYSE - Lowe's Companies Incorporated
MS:NYSE - Morgan Stanley
UPS:NYSE - United Parcel Service Incorporated
AMT:NYSE - American Tower Corporation
DHR:NYSE - Danaher Corporation
CHTR:NASD - Charter Communications Incorporated
GS:NYSE - The Goldman Sachs Group Incorporated
ANTM:NYSE - Anthem Incorporated
QCOM:NASD - Qualcomm Incorporated
MDLZ:NASD - Mondelez International Incorporated
GE:NYSE - General Electric Company
BIIB:NASD - Biogen Incorporated
BLK:NYSE - Blackrock Incorporated
CME:NASD - CME Group Incorporated
DUK:NYSE - Duke Energy Corporation
BDX:NYSE - Becton Dickinson & Company
SYK:NYSE - Stryker Corporation
KHC:NASD - Kraft Heinz Company
SLB:NYSE - Schlumberger Limited
ADP:NASD - Automatic Data Processing Incorporated
CB:NYSE - Chubb Limited
EOG:NYSE - EOG Resources Incorporated
SPG:NYSE - Simon Property Group Incorporated
CSX:NASD - CSX Corporation
FDX:NYSE - Fedex Corporation
PNC:NYSE - PNC Financial Services Group Incorporated
CL:NYSE - Colgate-Palmolive Company
TMUS:NASD - T-Mobile US Incorporated
SCHW:NYSE - Charles Schwab Corporation
INTU:NASD - Intuit Incorporated
ISRG:NASD - Intuitive Surgical Incorporated
TJX:NYSE - TJX Companies Incorporated
GM:NYSE - General Motors Company
CI:NYSE - Cigna Holding Company
GD:NYSE - General Dynamics Corporation
OXY:NYSE - Occidental Petroleum Corporation
SO:NYSE - The Southern Company
BK:NYSE - Bank Of New York Mellon Corporation
D:NYSE - Dominion Energy Incorporated
SPGI:NYSE - S&P Global Incorporated
BSX:NYSE - Boston Scientific Corporation
CCI:NYSE - Crown Castle International Corporation
ILMN:NASD - Illumina Incorporated
DE:NYSE - Deere & Company
ECL:NYSE - Ecolab Incorporated
HCA:NYSE - HCA Healthcare Incorporated
PH:NYSE - Parker-Hannifin Corporation
ITW:NYSE - Illinois Tool Works Incorporated
NOC:NYSE - Northrop Grumman Corporation
F:NYSE - Ford Motor Company
HUM:NYSE - Humana Incorporated
ICE:NYSE - Intercontinental Exchange Incorporated
MPC:NYSE - Marathon Petroleum Corporation
MU:NASD - Micron Technology Incorporated
NSC:NYSE - Norfolk Southern Corporation
PSX:NYSE - Phillips 66
VRTX:NASD - Vertex Pharmaceuticals Incorporated
ZTS:NYSE - Zoetis Incorporated
DAL:NYSE - Delta Air Lines Incorporated
EMR:NYSE - Emerson Electric Company
PLD:NYSE - Prologis Incorporated
AEP:NYSE - American Electric Power Company Incorporated
COF:NYSE - Capital One Financial Corporation
CTSH:NASD - Cognizant Technology Solutions Corp
IR:NYSE - Ingersoll-Rand PLC
MAR:NASD - Marriott International Incorporated
MMC:NYSE - Marsh & McLennan Companies
MET:NYSE - Metlife Incorporated
PRU:NYSE - Prudential Financial Incorporated
REGN:NASD - Regeneron Pharmaceuticals Incorporated
WM:NYSE - Waste Management Incorporated
HPQ:NYSE - HP Incorporated
KMB:NYSE - Kimberly-Clark Corporation
CCL:NYSE - Carnival Corporation
SHW:NYSE - The Sherwin-Williams Company
ATVI:NASD - Activision Blizzard Incorporated
AIG:NYSE - American International Group Incorporated
AON:NYSE - Aon PLC
PGR:NYSE - The Progressive Corporation
PSA:NYSE - Public Storage Incorporated
TGT:NYSE - Target Corporation
APD:NYSE - Air Products & Chemicals Incorporated
BAX:NYSE - Baxter International Incorporated
STZ:NYSE - Constellation Brands Incorporated
EL:NYSE - Estee Lauder Companies Incorporated
KMI:NYSE - Kinder Morgan Incorporated
AMAT:NASD - Applied Materials Incorporated
MNST:NASD - Monster Beverage Corporation
SYY:NYSE - Sysco Corporation
AFL:NYSE - Aflac Incorporated
ADI:NASD - Analog Devices Incorporated
FIS:NYSE - Fidelity National Information Services Incorporated
LYB:NYSE - LyondellBasell Industries Nv
SRE:NYSE - Sempra Energy
TRV:NYSE - The Travelers Companies Incorporated
ETN:NYSE - Eaton Corporation
