,Ticker,Exchange,Name,Clean_Name
6304,EMAN,NYSE , EMAGIN CORPORATION, Emagin
6305,EMX,NYSE , EMX ROYALTY CORPORATION, Emx Royalty
6306,ENSV,NYSE , ENSERVCO CORPORATION, Enservco
6307,EQX,NYSE , EQUINOX GOLD CORPORATION, Equinox Gold
6308,ERH,NYSE , WELLS FARGO UTILITIES & HIGH, WELLS FARGO UTILITIES & HIGH
6309,EVV,NYSE , EATON VANCE LIMITED, Eaton Vance
6310,FSI,NYSE , FLEXIBLE SOLUTIONS INTERNATIONAL INCORPORATED, Flexible Solutions International
6311,FTF,NYSE , FRANKLIN LIMITED DURATION INCOME, FRANKLIN LIMITED DURATION INCOME
6312,GAU,NYSE , GALIANO GOLD INCORPORATED, Galiano Gold
6313,GBR,NYSE , NEW CONCEPT ENERGY INCORPORATED, New Concept Energy
6314,GGN,NYSE , GAMCO GLOBAL GOLD NATURAL RESOURCES, GAMCO GLOBAL GOLD NATURAL RESOURCES
6315,GLU,NYSE , GABELLI & COMPANY INCORPORATED, Gabelli & Company
6316,GMO,NYSE , GENERAL MOLY INCORPORATED, General Moly
6317,GPL,NYSE , GREAT PANTHER MINING LIMITED, Great Panther Mining
6318,GSAT,NYSE , GLOBALSTAR INCORPORATED, Globalstar
6319,GSS,NYSE , GOLDEN STAR RESOURCES LIMITED, Golden Star Resources
6320,GSV,NYSE , GOLD STANDARD VENTURES CORPORATION, Gold Standard Ventures
6321,GTE,NYSE , GRAN TIERRA ENERGY INCORPORATED, Gran Tierra Energy
6322,GV,NYSE , THE GOLDFIELD CORPORATION, The Goldfield
6323,HUSA,NYSE , HOUSTON AMERICAN ENERGY CORPORATION, Houston American Energy
6324,IBIO,NYSE , IBIO INCORPORATED, Ibio
6325,IGC,NYSE , INDIA GLOBALIZATION CAPITAL INCORPORATED, India Globalization Capital
6326,IHT,NYSE , INNSUITES HOSPITALITY TRUST, INNSUITES HOSPITALITY TRUST
6327,IMH,NYSE , IMPAC MORTGAGE HOLDINGS INCORPORATED, Impac Mortgage Holdings
6328,IMO,NYSE , IMPERIAL OIL LIMITED, Imperial Oil
6329,INFU,NYSE , INFUSYSTEMS HOLDINGS INCORPORATED, Infusystems Holdings
6330,INTT,NYSE , INTEST CORPORATION, Intest
6331,INUV,NYSE , INUVO INCORPORATED, Inuvo
6332,ISR,NYSE , ISORAY INCORPORATED, Isoray
6333,ITP,NYSE , IT TECH PACKAGING INCORPORATED, It Tech Packaging
6334,JOB,NYSE , GEE GROUP INCORPORATED, Gee Group
6335,KIQ,NYSE , KELSO TECHNOLOGIES INCORPORATED, Kelso Technologies
6336,LEU,NYSE , CENTRIS ENERGY CORPORATION, Centris Energy
6337,LGL,NYSE , LGL GROUP INCORPORATED (THE), LGL GROUP INCORPORATED (THE)
6338,LNG,NYSE , CHENIERE ENERGY INCORPORATED, Cheniere Energy
6339,LODE,NYSE , COMSTOCK MINING INCORPORATED, Comstock Mining
6340,LOV,NYSE , SPARK NETWORKS SE, Spark Networks
6341,MAG,NYSE , MAG SILVER CORPORATION, Mag Silver
6342,MCF,NYSE , CONTANGO OIL & GAS COMPANY  (TEXAS), CONTANGO OIL & GAS COMPANY  (TEXAS)
6343,MHH,NYSE , MASTECH DIGITAL INCORPORATED, Mastech Digital
6344,MLSS,NYSE , MILESTONE SCIENTIFIC INCORPORATED, Milestone Scientific
6345,MMX,NYSE , MAVERIX METALS INCORPORATED, Maverix Metals
6346,MSN,NYSE , EMERSON RADIO CORPORATION, Emerson Radio
6347,MTA,NYSE , METALLA ROYALTY & STREAMING, METALLA ROYALTY & STREAMING
6348,MTNB,NYSE , MATINAS BIOPHARMA HOLDINGS INCORPORATED, Matinas Biopharma Holdings
6349,MXC,NYSE , MEXCO ENERGY CORPORATION, Mexco Energy
6350,MYO,NYSE , MYOMO INCORPORATED, Myomo
6351,NAK,NYSE , NORTHERN DYNASTY MINERALS LIMITED, Northern Dynasty Minerals
6352,NAVB,NYSE , NAVIDEA BIOPHARMACEUTICALS INCORPORATED, Navidea Biopharmaceuticals
6353,NBY,NYSE , NOVABAY PHARMACEUTICALS INCORPORATED, Novabay Pharmaceuticals
6354,NES,NYSE , NUVERRA ENVIRONMENTAL SOLUTIONS INCORPORATED, Nuverra Environmental Solutions
6355,NGD,NYSE , NEW GOLD INCO (PRE-MERGER), NEW GOLD INCO (PRE-MERGER)
6356,NNVC,NYSE , NANOVIRICIDES INCORPORATED, Nanoviricides
6357,NSPR,NYSE , INSPIREMD INCORPORATED, Inspiremd
6358,NTIP,NYSE , NETWORK-1 TECHNOLOGIES INCORPORATED, Network-1 Technologies
6359,NTN,NYSE , NTN BUZZTIME INCORPORATED, Ntn Buzztime
6360,NXE,NYSE , NEXGEN ENERGY LIMITED, Nexgen Energy
6361,OBLG,NYSE , OBLONG INCORPORATED, Oblong
6362,OGEN,NYSE , ORAGENICS INCORPORATED, Oragenics
6363,APYI,USOTC , ASPYRA INCORPORATED, Aspyra
6364,BAYRY,USOTC , BAYER AG, Bayer
6365,BBAL,USOTC , NEW YORK HEALTH CARE INCORPORATED, New York Health Care
6366,BCRHF,USOTC , BLUE CAPITAL REINSURANCE HOLDINGS LIMITED, Blue Capital Reinsurance Holdings
6367,BRKK,USOTC , BRK INCORPORATED, Brk
6368,CFRUY,USOTC , RICHEMONT N SA, Richemont N
6369,CHHE,USOTC , CHINA HEALTH INDUSTRIES HOLDINGS INCORPORATED, China Health Industries Holdings
6370,CLPHY,USOTC , CLP HOLDINGS LIMITED, Clp Holdings
6371,CNTTQ,USOTC , CANNTRUST HOLDINGS INCORPORATED, Canntrust Holdings
6372,DTEGY,USOTC , DEUTSCHE TELEKOM AG, Deutsche Telekom
6373,EONGY,USOTC , E ON SE, E On
6374,FUJIY,USOTC , FUJIFILM HOLDINGS CORPORATION, Fujifilm Holdings
6375,GDIFF,USOTC , GDI INTEGRATED FACILITY SERVICES, GDI INTEGRATED FACILITY SERVICES
6376,GELYY,USOTC , GEELY AUTOMOBILE HOLDINGS LIMITED, Geely Automobile Holdings
6377,GLOH,USOTC , GLOW HOLDINGS INCORPORATED, Glow Holdings
6378,GWEFF,USOTC , GLOW ENERGY PUBLIC COMPANY LIMITED, Glow Energy Public Company
6379,GZPFY,USOTC , GAZPROM NEFT, GAZPROM NEFT
6380,HSHL,USOTC , HOME SOLUTIONS HEALTH INCO, Home Solutions Health
6381,IHTI,USOTC , INTEGRATIVE HEALTH TECHNOLOGIES INCORPORATED, Integrative Health Technologies
6382,PAXH,USOTC , PREAXIA HEALTH CARE PAYMENT, PREAXIA HEALTH CARE PAYMENT
6383,WHSI,USOTC , WEARABLE HEALTH SOLUTIONS INCORPORATED, Wearable Health Solutions
6384,COT,SANTIAGO , COMCAST CORPORATION, Comcast
6385,HNL,SHANGHAI , LOTUS HEALTH GROUP COMPANY, LOTUS HEALTH GROUP COMPANY
6386,HTH,SHENZHEN , HEREN HEALTH COMPANY LIMITED, Heren Health Company
6387,XIC,SHENZHEN , CHALKIS HEALTH INDUSTRY COMPANY LIMITED, Chalkis Health Industry Company
6388,HDCH,SIX , INVESCO S&P 500 HI DIV LOW VOL, INVESCO S&P 500 HI DIV LOW VOL
6389,HDLV,SIX , INVESCO S&P 500 HIGH DIV LOW VOL, INVESCO S&P 500 HIGH DIV LOW VOL
6390,FRN,TAIWANOTC , FIRICH ENTERPRISES COMPANY LIMITED, Firich Enterprises Company
6391,CNDO,JPX , CAN DO COMPANY LIMITED, Can Do Company
6392,GDI,TSX , GDI INTEGRATED FACILITY SERVICES, GDI INTEGRATED FACILITY SERVICES
6393,BCR,H_TSXV , BLUEROCK VENTURES CORPORATION, Bluerock Ventures
6394,FRN,DB_TSXV , FERONIA INCORPORATED, Feronia
6395,HDLV,XETR , INVESCO S&P 500 HIGH DIV LOW VOL, INVESCO S&P 500 HIGH DIV LOW VOL
6396,TAL,ENXP , Total SA, Total
6397,RBS,LDN , Royal Bank Of Scotland Group PLC, Royal Bank Of Scotland Group
6398,NMC,LDN , NMC Health PLC, Nmc Health
6399,JE/,LDN , Just Eat PLC, Just Eat
6400,BBA,LDN , BBA Aviation, BBA Aviation
6401,COB,LDN , Cobham PLC, Cobham
6402,CYBG,LDN , Cybg, Cybg
6403,ALT,ENXP , Altran Technologies, Altran Technologies
6404,ISAT,LDN , Inmarsat PLC, Inmarsat
6405,SPR,XETR , Axel Springer Ag, Axel Springer
6406,IGY,XETR , Innogy Se, Innogy
6407,UTX,NYSE , United Technologies Corporation, United Technologies
6408,AGN,NYSE , Allergan PLC, Allergan
6409,RTN,NYSE , Raytheon Company, Raytheon Company
6410,EXC,NYSE , Exelon, Exelon
6411,BBT,NYSE , BB&T Corporation, Bb&T
6412,STI,NYSE , Suntrust Banks Incorporated, Suntrust Banks
6413,SYMC,NASD , Symantec, Symantec
6414,CBS,NYSE , CBS Corporation, Cbs
6415,APA,NYSE , Apache Corporation, Apache
6416,BHGE,NYSE , Baker Hughes, Baker Hughes
6417,HCP,NYSE , HCP, HCP
6418,TSS,NYSE , Total, Total
6419,NBL,NYSE , Noble Energy Incorporated, Noble Energy
6420,VIAB,NASD , Viacom Incorporated, Viacom
6421,WCG,NYSE , Wellcare Health Plans Incorporated, Wellcare Health Plans
6422,JEC,NYSE , Jacobs Engineering Group Incorporated, Jacobs Engineering Group
6423,CTRP,NASD , Trip.com, Trip.com
6424,MDCO,NASD , The Medicines Company, The Medicines Company
6425,TECD,NASD , Tech Data Corporation, Tech Data
6426,ONCE,NASD , Spark Therapeutics Incorporated, Spark Therapeutics
6427,IBKC,NASD , IberiaBank Corporation, Iberiabank
6428,FII,NYSE , Federated Investors Incorporated, Federated Investors
6429,CSFL,NASD , Centerstate Bank Incorporated, Centerstate Bank
6430,CNMD,NASD , CONMED Corporation, Conmed
6431,EE,NYSE , El Paso Electric Company, El Paso Electric Company
6432,AXE,NYSE , Anixter International Incorporated, Anixter International
6433,POL,NYSE , Polyone Corporation, Polyone
6434,PTLA,NASD , Portola Pharmaceuticals Incorporated, Portola Pharmaceuticals
6435,CBM,NYSE , Cambrex Corporation, Cambrex
6436,INST,NYSE , Instructure Incorporated, Instructure
6437,SNH,NASD , Senior Housing Properties Trust, Senior Housing Properties Trust
6438,VG,NYSE , Vonage Holdings Corporation, Vonage Holdings
6439,AYR,NYSE , Aircastle Limited, Aircastle
6440,MINI,NASD , Mobile Mini Incorporated, Mobile Mini
6441,RARX,NASD , Ra Pharmaceuticals Incorporated, Ra Pharmaceuticals
6442,KEM,NYSE , Kemet Corporation, Kemet
6443,FSCT,NASD , Forescout Technologies Incorporated, Forescout Technologies
6444,FG,NYSE , FGL Holdings Incorporated, Fgl Holdings
6445,CBPX,NYSE , Continental Building Products Incorporated, Continental Building Products
6446,BOLD,NASD , Audentes Therapeutics Incorporated, Audentes Therapeutics
6447,SEMG,NYSE , Semgroup Corporation, Semgroup
6448,CECO,NASD , Career Education Corporation, Career Education
6449,TERP,NASD , Terraform Power Incorporated, Terraform Power
6450,CNDT,NYSE , Conduent Incorporated, Conduent
6451,PJC,NYSE , Piper Jaffray Companies, Piper Jaffray Companies
6452,ARQL,NASD , Arqule Incorporated, Arqule
6453,CISN,NYSE , Cision Limited, Cision
6454,AMBC,NASD , Ambac Financial Group Incorporated, Ambac Financial Group
6455,TIVO,NASD , TiVo Corporation, Tivo
6456,SRCI,NYSE , SRC Energy Incorporated, Src Energy
6457,CARO,NASD , Carolina Financial Corporation, Carolina Financial
6458,ACHN,NASD , Achillion Pharmaceuticals Incorporated, Achillion Pharmaceuticals
6459,AKS,NYSE , Ak Steel Holding Corporation, Ak Steel Holding
6460,OAS,NYSE , Oasis Petroleum Incorporated, Oasis Petroleum
6461,CARB,NASD , Carbonite Incorporated, Carbonite
6462,PSDO,NASD , Presidio Incorporated, Presidio
6463,ORIT,NASD , Oritani Financial Corporation, Oritani Financial
6464,AVX,NYSE , Avx Corporation, Avx
6465,WLH,NYSE , William Lyon Homes, William Lyon Homes
6466,INTL,NASD , International FCStone Incorporated, International Fcstone
6467,IPHS,NASD , Innophos Holdings Incorporated, Innophos Holdings
6468,WAIR,NYSE , Wesco Aircraft Holdings Incorporated, Wesco Aircraft Holdings
6469,CRZO,NASD , Carrizo Oil & Gas Incorporated, Carrizo Oil & Gas
6470,OPB,NASD , Opus Bank, Opus Bank
6471,FDEF,NASD , First Defiance Financial Corporation, First Defiance Financial
6472,SPAR,NASD , Spartan Motors Incorporated, Spartan Motors
6473,UCFC,NASD , United Community Financial Corporation, United Community Financial
6474,STML,NASD , Stemline Therapeutics Incorporated, Stemline Therapeutics
6475,I,NYSE , Intelsat Sa, Intelsat
6476,DNR,NYSE , Denbury Resources Incorporated, Denbury Resources
6477,JAG,NYSE , Jagged Peak Energy Incorporated, Jagged Peak Energy
6478,PGNX,NASD , Progenics Pharmaceuticals Incorporated, Progenics Pharmaceuticals
6479,AOBC,NASD , American Outdoor Brands Corporation, American Outdoor Brands
6480,RECN%3AUS,NASD , Resources Connection Incorporated, Resources Connection
6481,OMN,NYSE , Omnova Solutions Incorporated, Omnova Solutions
6482,PUB,NASD , Peoples Utah, Peoples Utah
6483,FSB,NYSE , Franklin Financial Network Incorporated, Franklin Financial Network
6484,XON,NASD , Intrexon Corporation, Intrexon
6485,DERM,NASD , Dermira Incorporated, Dermira
6486,RUBI,NYSE , The Rubicon Project Incorporated, The Rubicon Project
6487,LTS,NYSE , Ladenburg Thalman Financial Services, Ladenburg Thalman Financial Services
6488,BIOS,NASD , Option Care Health Incorporated, Option Care Health
6489,DDI,NYSE , Diamond Offshore Drilling Inc, Diamond Offshore Drilling
6490,TLRA,NYSE , Telaria Incorporated, Telaria
6491,AKRX,NASD , Akorn Incorporated, Akorn
6492,JCP,NYSE , Jc Penney Company Incorporated, Jc Penney Company
6493,PRMW,NASD , Primo Water Corporation, Primo Water
6494,CRC,NYSE , California Resources Corporation, California Resources
6495,WAAS,NYSE , Aquaventure Holdings, Aquaventure Holdings
6496,NE,NYSE , Noble Corporation PLC, Noble Corporation
6497,CRCM,NYSE , Care.Com Incorporated, Care Com
6498,DPLO,NYSE , Diplomat Pharmacy Incorporated, Diplomat Pharmacy
6499,TLRD,NYSE , Tailored Brands Incorporated, Tailored Brands
6500,BGG,NYSE , Briggs & Stratton Corporation, Briggs & Stratton
6501,MFSF,NASD , MutualFirst Financial Incorporated, Mutualfirst Financial
6502,HABT,NASD , The Habit Restaurants Incorporated, The Habit Restaurants
6503,FTSV,NASD , Forty Seven Incorporated, Forty Seven
6504,ENFC,NASD , Entegra Financial Corporation, Entegra Financial
6505,HIIQ,NASD , Health Insurance Innovations Incorporated, Health Insurance Innovations
6506,SBBX,NASD , Sb One Bancorp, Sb One Bancorp
6507,IOTS,NASD , Adesto Technologies Corporation, Adesto Technologies
6508,ERA,NYSE , Era Group Incorporated, Era Group
6509,PKD,NYSE , Parker Drilling Company, Parker Drilling Company
6510,CVTI,NASD , Covenant Transportation Group Incorporated, Covenant Transportation Group
6511,DNBF,NASD , DNB Financial Corporation, Dnb Financial
6512,MDR,NYSE , Mcdermott International Incorporated, Mcdermott International
6513,THOR,NASD , Synthorx Incorporated, Synthorx
6514,XOG,NASD , Extraction Oil & Gas Incorporated, Extraction Oil & Gas
6515,CATS,NASD , Catasys Incorporated, Catasys
6516,RTIX,NASD , RTI Surgical Holdings Incorporated, Rti Surgical Holdings
6517,GCAP,NYSE , Gain Capital Holdings Incorporated, Gain Capital Holdings
6518,FTR,NASD , Frontier Communications Corporation, Frontier Communications
6519,PYX,NYSE , Pyxus International Incorporated, Pyxus International
6520,SDRL,NYSE , Seadrill Limited, Seadrill
6521,CVIA,NYSE , Covia Holdings Corporation, Covia Holdings
6522,ASNA,NASD , Ascena Retail Group Incorporated, Ascena Retail Group
6523,ROAN,NYSE , Linn Energy Incorporated, Linn Energy
6524,CTRC,NASD , Centric Brands Incorporated, Centric Brands
6525,UNT,NYSE , Unit Corporation, Unit
6526,RRTS,NYSE , Roadrunner Transportation Systems, Roadrunner Transportation Systems
6527,RTW,NYSE , RTW Retailwinds Incorporated, Rtw Retailwinds
6528,CHAP,NYSE , Chaparral Energy Incorporated, Chaparral Energy
6529,NTGN,NASD , Neon Therapeutics Incorporated, Neon Therapeutics
6530,LKSD,NYSE , LSC Communications Incorporated, Lsc Communications
6531,TOCA,NASD , Tocagen Incorporated, Tocagen
6532,ROSE,NASD , Rosehill Resources Incorporated, Rosehill Resources
6533,LK,NASD , Luckin Coffee Incorporated, Luckin Coffee
6534,ZAYO,NYSE , Zayo Group Holdings Incorporated, Zayo Group Holdings
6535,CY,NASD , Cypress Semiconductor Corporation, Cypress Semiconductor
6536,LOGM,NASD , LogMeIn Incorporated, Logmein
6537,MLNX,NASD , Mellanox Technologies Limited, Mellanox Technologies
6538,BPR,NASD , Brookfield Property REIT Incorporated, Brookfield Property Reit
6539,ABIL,NASD , Ability Incorporated, Ability
6540,GNMX,NASD , Aevi Genomic Medicine Incorporated, Aevi Genomic Medicine
6541,SONG,NASD , Akazoo Sa, Akazoo
6542,ARTX,NASD , Arotech Corporation, Arotech
6543,AFH,NASD , Atlas Financial Holdings Incorporated, Atlas Financial Holdings
6544,BVSN,NASD , Broadvision Incorporated, Broadvision
6545,CARO,NASD , Carolina Trust Bancshares Incorporated, Carolina Trust Bancshares
6546,CYOU,NASD , ChangYou.com Limited, Changyou Com
6547,BURG,NASD , Chanticleer Holdings Incorporated, Chanticleer Holdings
6548,CIFS,NASD , China Internet Nationwide, China Internet Nationwide
6549,CNAT,NASD , Conatus Pharmaceuticals Incorporated, Conatus Pharmaceuticals
6550,CUI,NASD , CUI Global Incorporated, Cui Global
6551,DMPI,NASD , Delmar Pharmaceuticals Incorporated, Delmar Pharmaceuticals
6552,SAUC,NASD , Diversified Restaurant Holdings Incorporated, Diversified Restaurant Holdings
6553,DCAR,NASD , Dropcar Incorporated, Dropcar
6554,EEI,NASD , Ecology & Environment Incorporated, Ecology & Environment
6555,ELGX,NASD , Endologix Incorporated, Endologix
6556,ESTR,NASD , Estre Usa Incorporated, Estre Usa
6557,FCSC,NASD , Fibrocell Science Incorporated, Fibrocell Science
6558,FNJN,NASD , Finjan Holdings Incorporated, Finjan Holdings
6559,FOMX,NASD , Foamix Pharmaceuticals Limited, Foamix Pharmaceuticals
6560,FRGA,NASD , Franchise Group Incorporated, Franchise Group
6561,FSBC,NASD , FSB Bancorp Incorporated, Fsb Bancorp
6562,GEMP,NASD , Gemphire Therapeutics Incorporated, Gemphire Therapeutics
6563,ENT,NASD , Global Eagle Entertainment Incorporated, Global Eagle Entertainment
6564,DNJR,NASD , Golden Bull Limited, Golden Bull
6565,IDSA,NASD , Industrial Services Of America Incorporated, Industrial Services Of America
6566,INNT,NASD , Innovate Biopharmaceuticals Incorporated, Innovate Biopharmaceuticals
6567,INAP,NASD , Internap Corporation, Internap
6568,IGLD,NASD , Internet Gold Golden Lines Limited, Internet Gold Golden Lines
6569,JASN,NASD , Jason Industries Incorporated, Jason Industries
6570,JMU,NASD , JMU Limited, Jmu
6571,MLNT,NASD , Melinta Therapeutics Incorporated, Melinta Therapeutics
6572,MSBF,NASD , MSB Financial Corporation, Msb Financial
6573,NLNK,NASD , NewLink Genetics Corporation, Newlink Genetics
6574,NIHD,NASD , NII Holdings Incorporated, Nii Holdings
6575,PBBI,NASD , PB Bancorp Incorporated, Pb Bancorp
6576,DCIX,NASD , Performance Shipping Incorporated, Performance Shipping
6577,POPE,NASD , Pope Resources Depositary Receipts Of Limited Partnership, Pope Resources Depositary Receipts Of Limited Partnership
6578,PRTO,NASD , Proteon Therapeutics Incorporated, Proteon Therapeutics
6579,RBZ,NASD , Draper Oakwood Technology, Draper Oakwood Technology
6580,RTTR,NASD , Ritter Pharmaceuticals Incorporated, Ritter Pharmaceuticals
6581,SAEX,NASD , Saexploration Holdings Incorporated, Saexploration Holdings
6582,SNNA,NASD , Sienna Biopharmaceuticals Incorporated, Sienna Biopharmaceuticals
6583,SORL,NASD , Sorl Auto Parts Incorporated, Sorl Auto Parts
6584,SPEX,NASD , Spherix Incorporated, Spherix
6585,SMRT,NASD , Stein Mart Incorporated, Stein Mart
6586,SES,NASD , Synthesis Energy Systems Incorporated, Synthesis Energy Systems
6587,TLF,NASD , Tandy Leather Factory Incorporated, Tandy Leather Factory
6588,TTPH,NASD , Tetraphase Pharmaceuticals Incorporated, Tetraphase Pharmaceuticals
6589,TRPX,NASD , Therapix Biosciences, Therapix Biosciences
6590,TKKS,NASD , TKK Symphony Acquisition Corporation, Tkk Symphony Acquisition
6591,TMSR,NASD , TMSR Holding Company Limited, Tmsr Holding Company
6592,TROV,NASD , Trovagene Incorporated, Trovagene
6593,TUES,NASD , Tuesday Morning Corporation, Tuesday Morning
6594,TRCB,NASD , Two River Bancorp, Two River Bancorp
6595,VLRX,NASD , Valeritas Holdings Incorporated, Valeritas Holdings
6596,VVUS,NASD , Vivus Incorporated, Vivus
6597,WEBK,NASD , Wellesley Bancorp Incorporated, Wellesley Bancorp
6598,ZFGN,NASD , Zafgen Incorporated, Zafgen
6599,ZN,NASD , Zion Oil And Gas Incorporated, Zion Oil And Gas
6600,CORV,NASD , Cardiome Pharma Corporation, Cardiome Pharma
6601,DHXM,NASD , DHX Media Limited, Dhx Media
6602,MPVD,NASD , Mountain Province Diamonds Incorporated, Mountain Province Diamonds
6603,TSG,NASD , The Stars Group Incorporated, The Stars Group
6604,ACTT,NASD , Act II Global Acquisition Corporation, Act Ii Global Acquisition
6605,ALGR,NASD , Allegro Merger Corporation, Allegro Merger
6606,BWMC,NASD , Boxwood Merger Corporation, Boxwood Merger
6607,CTAC,NASD , ChaSerg Technology Acquisition Corporation, Chaserg Technology Acquisition
6608,DDMX,NASD , Dd3 Acquisition Corporation, Dd3 Acquisition
6609,DEAC,NASD , Diamond Eagle Acquisition Corporation, Diamond Eagle Acquisition
6610,EDTX,NASD , EdTechX Holdings Acquisition Corporation, Edtechx Holdings Acquisition
6611,FLLC,NASD , Fellazo Incorporated, Fellazo
6612,FTEO,NASD , Fronteo Incorporated, Fronteo
6613,GPAQ,NASD , Gordon Pointe Acquisition Corporation, Gordon Pointe Acquisition
6614,GRSH,NASD , Gores Holdings III Incorporated, Gores Holdings Iii
6615,MTFB,NASD , Motif Bio PLC, Motif Bio
6616,MUDS,NASD , Mudrick Capital Acquisition Corporation, Mudrick Capital Acquisition
6617,NEBU,NASD , Nebula Acquisition Corporation, Nebula Acquisition
6618,PNL,NASD , Paringa Resources Limited, Paringa Resources
6619,WRLS,NASD , Pensare Acquisition Unit Corporation, Pensare Acquisition Unit
6620,PAAC,NASD , Proficient Alpha Acquisition Corporation, Proficient Alpha Acquisition
6621,PACQ,NASD , Pure Acquisition Corporation, Pure Acquisition
6622,TIBR,NASD , Tiberius Acquisition Corporation, Tiberius Acquisition
6623,VTIQ,NASD , VectoIQ Acquisition Corporation, Vectoiq Acquisition
6624,VIA,NASD , Viacom Incorporated, Viacom
6625,HHHH,NASD , Wealthbridge Acquisition Limited, Wealthbridge Acquisition
6626,INTU,LDN , Intu Properties PLC, Intu Properties
6627,S,NYSE , Sprint, Sprint
6628,PWF,TSE , Power Financial Corp, Power Financial
6629,TSGI,TSE , Stars Group Inc/The, Stars Group Inc/The
6630,DGC,TSE , Detour Gold Corp, Detour Gold
6631,HBC,TSE , Hudson's Bay Co, Hudson's Bay Co
6632,SMF,TSE , SEMAFO Inc, Semafo
6633,COT,TSE , Cott Corp, Cott
6634,ECA,TSE , Encana Corp, Encana
6635,QES,NYSE , QUINTANA ENERGY SERVICES, QUINTANA ENERGY SERVICES
6636,ROYT,NYSE , PACIFIC COAST OIL TRUST, PACIFIC COAST OIL TRUST
6637,RYCE,NYSE , AMIRA NATURE FOODS, AMIRA NATURE FOODS
6638,VAL,NYSE , VALARIS A, VALARIS A
6639,RIF,NYSE , RMR REAL ESTATE INC.FD., RMR REAL ESTATE INC.FD.
6640,8729,JPX , Sony Financial Holdings Inc, Sony Financial Holdings
6641,CTX,ASX , Caltex Australia Ltd, Caltex Australia
6642,TPM,ASX , TPG Telecom Ltd, Tpg Telecom
6643,VVR,ASX , Viva Energy REIT, Viva Energy REIT
6644,FRNX,ASX , FRASER RANGE METALS GROUP LIMITED, Fraser Range Metals Group
6645,UD8,BERLIN , ATMOSPHERIC GLOW TECHNOLOGIES, ATMOSPHERIC GLOW TECHNOLOGIES
6646,FINU,ENXP , LYXOR S&P FINU, LYXOR S&P FINU
6647,LYMU,FSE , LYXOR S&P FINU, LYXOR S&P FINU
6648,FINU,LDN , LYXOR SP 500 CAP FINANC, LYXOR SP 500 CAP FINANC
6649,GAS,LDN , GASOL PUBLIC LIMITED COMPANY, GASOL PUBLIC LIMITED COMPANY
6650,GLW,LDN , GLOW COMMUNICATIONS PUBLIC LIMITED COMPANY, GLOW COMMUNICATIONS PUBLIC LIMITED COMPANY
6651,DT,BMV , DEUTSCHE TELEKOM AG, Deutsche Telekom
6652,EON,BMV , E ON SE, E On
6653,FINU,MIL , LYXOR S&P FINU, LYXOR S&P FINU
6654,ABDC,NASD , ALCENTRA CAPITAL CORPORATION, Alcentra Capital
6655,BFYT,NASD , BENEFYTT TECHNOLOGIES INCORPORATED, Benefytt Technologies
6656,DGLD,NASD , CREDIT SUISSE VELOCITY SHARES 3 LONG, CREDIT SUISSE VELOCITY SHARES 3 LONG
6657,DSLV,NASD , CREDIT SUISSE VELOCITY SHARES 3 LONG, CREDIT SUISSE VELOCITY SHARES 3 LONG
6658,TCRD,NASD , THL CREDIT INCORPORATED, Thl Credit
6659,TVIX,NASD , CS VCTY.SHARES DLY2X ETN, CS VCTY.SHARES DLY2X ETN
6660,UGLD,NASD , CREDIT SUISSE VELOCITY SHARES 3 LONG, CREDIT SUISSE VELOCITY SHARES 3 LONG
6661,USLV,NASD , CREDIT SUISSE VELOCITY SHARES 3 LONG, CREDIT SUISSE VELOCITY SHARES 3 LONG
6662,VIIX,NASD , VELOCITYSHARES VIX SHORT TERM, VELOCITYSHARES VIX SHORT TERM
6663,ZIV,NASD , CREDIT SUISSE VELOCITY S&P500, CREDIT SUISSE VELOCITY S&P500
6664,CCH,NYSE , COLLIER CREEK HOLDINGS UNIT, COLLIER CREEK HOLDINGS UNIT
6665,CHK,NYSE , CHESAPEAKE ENERGY CORPORATION, Chesapeake Energy
6666,ECT,NYSE , ECA MARCELLUS TRUST I, ECA MARCELLUS TRUST I
6667,EQM,NYSE , EQM MIDSTREAM PARTNERS LP, Eqm Midstream Partners
6668,FPAC,NYSE , FAR POINT ACQUISITION CORPORATION, Far Point Acquisition
6669,HCR,NYSE , HI-CRUSH INCORPORATED, Hi-Crush
6670,HHS,NYSE , HARTE-HANKS INCORPORATED, Harte-Hanks
6671,LM,NYSE , LEGG MASON INCORPORATED, Legg Mason
6672,ALO,NYSE , ALIO GOLD INCORPORATED, Alio Gold
6673,FTNW,NYSE , FTE NETWORKS INCORPORATED, Fte Networks
6674,GSB,NYSE , GLOBALSCAPE INCORPORATED, Globalscape
6675,LLEX,NYSE , LILIS ENERGY INCORPORATED, Lilis Energy
6676,GEDR,THAILAND , GLOW ENERGY PUBLIC COMPANY LIMITED, Glow Energy Public Company
6677,CORV,TSX , CARDIOME PHARMA CORPORATION, Cardiome Pharma
6678,FRN,TSXV , FERONIA INCORPORATED, Feronia
6679,XS2X,XETR , GLOW COMMUNICATIONS PUBLIC LIMITED COMPANY, GLOW COMMUNICATIONS PUBLIC LIMITED COMPANY
6680,FPX,TSX , FPX Nickel, FPX Nickel
6681,CNC,TSX , Canada Nickel Company, Canada Nickel Company
6682,CANSF,OTC , Willow Bioscience, Willow Bioscience
6683,CURLF,OTC , Curaleaf Holdings, Curaleaf Holdings
